Business Line,Anonymized_PCP_UID,Anonymized_Facility_UID,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Minnesota Geriatrics,P101,F3,36,37,35,35,36,34,34,32,33,33,33,33
Minnesota Geriatrics,P101,F326,55,55,55,55,55,55,57,60,59,58,57,59
Minnesota Geriatrics,P101,F339,43,44,41,41,42,39,40,37,38,37,38,36
Minnesota Geriatrics,P101,F348,40,40,39,38,36,38,35,36,36,35,39,42
Minnesota Geriatrics,P101,F350,31,32,30,31,30,31,31,32,31,32,33,32
Minnesota Geriatrics,P101,F351,10,12,13,14,21,26,27,26,26,26,28,29
Minnesota Geriatrics,P101,F361,49,52,51,52,59,61,63,64,63,60,60,62
Minnesota Geriatrics,P101,F362,22,21,21,24,24,26,27,24,24,21,24,24
Minnesota Geriatrics,P101,F371,11,11,12,12,15,15,16,13,14,14,16,18
Minnesota Geriatrics,P101,F372,50,49,47,46,47,48,48,46,49,49,49,50
Minnesota Geriatrics,P101,F384,39,41,43,37,36,35,34,34,35,34,32,31
Minnesota Geriatrics,P101,F39,66,63,65,63,59,59,55,54,58,62,64,63
Minnesota Geriatrics,P101,F394,50,50,53,54,50,54,51,53,53,51,51,53
Minnesota Geriatrics,P101,F406,18,17,18,18,18,17,18,20,22,26,22,24
Minnesota Geriatrics,P101,F426,21,21,23,24,24,25,26,26,27,27,26,24
Minnesota Geriatrics,P101,F444,57,58,60,57,60,61,61,60,60,61,61,60
Minnesota Geriatrics,P101,F452,22,24,27,27,27,26,26,26,26,26,25,24
Minnesota Geriatrics,P101,F465,18,17,18,17,18,18,18,22,21,21,23,23
Minnesota Geriatrics,P101,F471,4,6,8,12,13,10,13,14,14,14,18,17
Minnesota Geriatrics,P101,F48,21,22,22,22,22,23,24,24,25,26,25,23
Minnesota Geriatrics,P101,F49,50,56,58,60,59,58,55,55,56,56,57,57
Minnesota Geriatrics,P101,F492,34,34,35,38,40,39,35,39,40,40,39,39
Minnesota Geriatrics,P101,F495,33,32,34,37,38,40,42,55,65,72,72,73
Minnesota Geriatrics,P101,F501,49,47,45,43,42,43,43,44,44,43,43,44
Minnesota Geriatrics,P101,F507,41,41,40,41,42,41,45,47,48,46,47,49
Minnesota Geriatrics,P101,F517,27,27,30,33,33,30,35,35,38,34,34,35
Minnesota Geriatrics,P101,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P101,F603,22,21,20,21,21,21,20,20,22,23,21,21
Minnesota Geriatrics,P101,F604,23,21,19,14,15,16,18,18,17,17,16,16
Minnesota Geriatrics,P101,F684,16,19,26,23,22,22,22,23,29,30,33,31
Minnesota Geriatrics,P101,F71,61,57,52,54,53,51,49,51,53,49,57,57
Minnesota Geriatrics,P101,F765,6,6,6,6,6,6,6,6,6,6,6,6
Minnesota Geriatrics,P101,F766,6,6,6,6,4,4,3,6,5,4,4,4
Minnesota Geriatrics,P101,F77,61,60,64,68,68,67,66,61,62,60,63,63
Minnesota Geriatrics,P101,F880,0,4,8,11,13,16,19,21,21,20,19,24
Minnesota Geriatrics,P105,F1,36,34,34,33,32,34,39,39,45,48,49,48
Minnesota Geriatrics,P105,F1078,0,0,0,0,1,6,13,21,24,22,27,27
Minnesota Geriatrics,P105,F129,33,34,38,38,40,42,39,42,45,47,44,43
Minnesota Geriatrics,P105,F2,47,50,52,54,54,53,51,54,56,56,57,52
Minnesota Geriatrics,P105,F200,71,71,73,70,75,72,70,67,66,68,63,61
Minnesota Geriatrics,P105,F207,24,23,24,26,27,27,31,31,32,32,30,29
Minnesota Geriatrics,P105,F208,35,41,41,39,39,37,36,35,33,34,35,35
Minnesota Geriatrics,P105,F275,18,19,20,22,20,24,27,26,28,26,26,28
Minnesota Geriatrics,P105,F369,37,34,30,30,31,31,30,30,30,31,30,29
Minnesota Geriatrics,P105,F37,15,17,17,14,14,15,16,16,15,14,15,15
Minnesota Geriatrics,P105,F38,31,31,32,35,36,36,39,40,40,36,38,36
Minnesota Geriatrics,P105,F394,50,50,53,54,50,54,51,53,53,51,51,53
Minnesota Geriatrics,P105,F465,18,17,18,17,18,18,18,22,21,21,23,23
Minnesota Geriatrics,P105,F490,22,24,24,25,27,27,27,29,29,28,27,25
Minnesota Geriatrics,P105,F509,7,7,7,6,6,6,6,6,7,6,8,6
Minnesota Geriatrics,P105,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P105,F604,23,21,19,14,15,16,18,18,17,17,16,16
Minnesota Geriatrics,P105,F98,22,21,21,21,20,20,21,22,21,20,20,17
Minnesota Geriatrics,P105,F99,18,18,18,17,16,15,18,18,18,18,19,18
Minnesota Geriatrics,P106,F1,36,34,34,33,32,34,39,39,45,48,49,48
Minnesota Geriatrics,P106,F1078,0,0,0,0,1,6,13,21,24,22,27,27
Minnesota Geriatrics,P106,F1089,0,0,0,0,0,3,5,14,23,23,24,23
Minnesota Geriatrics,P106,F1099,0,0,0,0,0,0,5,5,7,9,9,9
Minnesota Geriatrics,P106,F128,32,31,28,31,30,31,32,35,34,32,32,33
Minnesota Geriatrics,P106,F129,33,34,38,38,40,42,39,42,45,47,44,43
Minnesota Geriatrics,P106,F142,34,31,31,31,29,29,30,29,28,25,25,24
Minnesota Geriatrics,P106,F170,93,97,97,91,91,94,91,89,91,89,83,68
Minnesota Geriatrics,P106,F2,47,50,52,54,54,53,51,54,56,56,57,52
Minnesota Geriatrics,P106,F235,34,35,36,35,36,35,36,37,37,39,39,39
Minnesota Geriatrics,P106,F241,22,22,21,20,18,18,17,18,18,20,19,20
Minnesota Geriatrics,P106,F275,18,19,20,22,20,24,27,26,28,26,26,28
Minnesota Geriatrics,P106,F285,23,23,25,28,28,28,28,27,26,28,30,30
Minnesota Geriatrics,P106,F3,36,37,35,35,36,34,34,32,33,33,33,33
Minnesota Geriatrics,P106,F31,42,42,43,42,41,43,44,45,44,41,44,44
Minnesota Geriatrics,P106,F321,23,25,22,21,23,22,21,20,17,23,25,27
Minnesota Geriatrics,P106,F394,50,50,53,54,50,54,51,53,53,51,51,53
Minnesota Geriatrics,P106,F408,23,25,23,21,21,21,24,24,22,24,23,21
Minnesota Geriatrics,P106,F409,64,64,60,60,60,61,63,66,71,71,67,67
Minnesota Geriatrics,P106,F419,30,29,0,0,0,0,0,0,0,0,0,0
Minnesota Geriatrics,P106,F465,18,17,18,17,18,18,18,22,21,21,23,23
Minnesota Geriatrics,P106,F48,21,22,22,22,22,23,24,24,25,26,25,23
Minnesota Geriatrics,P106,F49,50,56,58,60,59,58,55,55,56,56,57,57
Minnesota Geriatrics,P106,F547,19,21,21,21,19,20,21,19,19,18,17,20
Minnesota Geriatrics,P106,F548,24,25,25,26,28,28,28,26,25,25,26,25
Minnesota Geriatrics,P106,F559,21,20,18,19,20,20,18,18,19,17,20,18
Minnesota Geriatrics,P106,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P106,F598,30,35,36,35,36,37,35,35,37,36,36,36
Minnesota Geriatrics,P106,F599,17,20,19,18,21,21,22,26,27,29,25,24
Minnesota Geriatrics,P106,F603,22,21,20,21,21,21,20,20,22,23,21,21
Minnesota Geriatrics,P106,F604,23,21,19,14,15,16,18,18,17,17,16,16
Minnesota Geriatrics,P106,F649,8,8,8,8,8,8,8,9,9,7,8,8
Minnesota Geriatrics,P106,F71,61,57,52,54,53,51,49,51,53,49,57,57
Minnesota Geriatrics,P106,F93,26,24,25,24,26,25,26,26,27,28,29,30
Minnesota Geriatrics,P106,F99,18,18,18,17,16,15,18,18,18,18,19,18
Minnesota Geriatrics,P110,F212,34,35,33,33,33,33,31,29,29,30,28,30
Minnesota Geriatrics,P110,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P113,F1,36,34,34,33,32,34,39,39,45,48,49,48
Minnesota Geriatrics,P113,F10,6,8,10,10,11,11,13,14,15,18,18,18
Minnesota Geriatrics,P113,F100,31,31,33,37,34,37,36,35,35,35,36,34
Minnesota Geriatrics,P113,F1031,0,0,27,29,29,31,31,32,31,31,36,37
Minnesota Geriatrics,P113,F1078,0,0,0,0,1,6,13,21,24,22,27,27
Minnesota Geriatrics,P113,F11,17,17,19,18,17,19,16,15,15,13,13,14
Minnesota Geriatrics,P113,F128,32,31,28,31,30,31,32,35,34,32,32,33
Minnesota Geriatrics,P113,F129,33,34,38,38,40,42,39,42,45,47,44,43
Minnesota Geriatrics,P113,F2,47,50,52,54,54,53,51,54,56,56,57,52
Minnesota Geriatrics,P113,F215,40,37,37,37,37,36,34,32,32,30,29,29
Minnesota Geriatrics,P113,F241,22,22,21,20,18,18,17,18,18,20,19,20
Minnesota Geriatrics,P113,F253,54,55,56,59,62,60,59,61,63,62,60,59
Minnesota Geriatrics,P113,F275,18,19,20,22,20,24,27,26,28,26,26,28
Minnesota Geriatrics,P113,F297,34,35,36,36,34,34,38,39,40,40,39,38
Minnesota Geriatrics,P113,F317,54,54,56,54,53,47,50,49,50,49,50,48
Minnesota Geriatrics,P113,F321,23,25,22,21,23,22,21,20,17,23,25,27
Minnesota Geriatrics,P113,F38,31,31,32,35,36,36,39,40,40,36,38,36
Minnesota Geriatrics,P113,F384,39,41,43,37,36,35,34,34,35,34,32,31
Minnesota Geriatrics,P113,F39,66,63,65,63,59,59,55,54,58,62,64,63
Minnesota Geriatrics,P113,F402,16,16,16,16,14,13,13,14,15,15,15,15
Minnesota Geriatrics,P113,F465,18,17,18,17,18,18,18,22,21,21,23,23
Minnesota Geriatrics,P113,F484,54,54,53,55,54,53,55,54,51,53,51,47
Minnesota Geriatrics,P113,F489,62,58,57,58,63,65,63,58,61,61,58,58
Minnesota Geriatrics,P113,F490,22,24,24,25,27,27,27,29,29,28,27,25
Minnesota Geriatrics,P113,F548,24,25,25,26,28,28,28,26,25,25,26,25
Minnesota Geriatrics,P113,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P113,F598,30,35,36,35,36,37,35,35,37,36,36,36
Minnesota Geriatrics,P113,F599,17,20,19,18,21,21,22,26,27,29,25,24
Minnesota Geriatrics,P113,F604,23,21,19,14,15,16,18,18,17,17,16,16
Minnesota Geriatrics,P113,F71,61,57,52,54,53,51,49,51,53,49,57,57
Minnesota Geriatrics,P113,F765,6,6,6,6,6,6,6,6,6,6,6,6
Minnesota Geriatrics,P113,F766,6,6,6,6,4,4,3,6,5,4,4,4
Minnesota Geriatrics,P113,F90,86,89,65,65,63,65,63,66,66,67,66,63
Minnesota Geriatrics,P113,F93,26,24,25,24,26,25,26,26,27,28,29,30
Minnesota Geriatrics,P113,F99,18,18,18,17,16,15,18,18,18,18,19,18
Minnesota Geriatrics,P115,F1,36,34,34,33,32,34,39,39,45,48,49,48
Minnesota Geriatrics,P115,F100,31,31,33,37,34,37,36,35,35,35,36,34
Minnesota Geriatrics,P115,F1031,0,0,27,29,29,31,31,32,31,31,36,37
Minnesota Geriatrics,P115,F1053,0,0,0,4,6,9,15,15,18,20,22,22
Minnesota Geriatrics,P115,F1105,0,0,0,0,0,0,0,1,2,4,5,6
Minnesota Geriatrics,P115,F1113,0,0,0,0,0,0,0,3,4,5,5,5
Minnesota Geriatrics,P115,F1134,0,0,0,0,0,0,0,0,5,5,8,9
Minnesota Geriatrics,P115,F1169,0,0,0,0,0,0,0,0,0,0,2,4
Minnesota Geriatrics,P115,F121,20,20,18,17,19,20,20,19,19,20,20,21
Minnesota Geriatrics,P115,F122,37,35,38,39,42,45,48,44,44,46,47,48
Minnesota Geriatrics,P115,F19,71,71,70,69,69,63,61,63,61,62,60,61
Minnesota Geriatrics,P115,F193,34,33,30,29,29,30,32,32,32,33,30,30
Minnesota Geriatrics,P115,F215,40,37,37,37,37,36,34,32,32,30,29,29
Minnesota Geriatrics,P115,F235,34,35,36,35,36,35,36,37,37,39,39,39
Minnesota Geriatrics,P115,F317,54,54,56,54,53,47,50,49,50,49,50,48
Minnesota Geriatrics,P115,F353,37,37,39,36,35,37,41,40,40,38,38,37
Minnesota Geriatrics,P115,F38,31,31,32,35,36,36,39,40,40,36,38,36
Minnesota Geriatrics,P115,F406,18,17,18,18,18,17,18,20,22,26,22,24
Minnesota Geriatrics,P115,F489,62,58,57,58,63,65,63,58,61,61,58,58
Minnesota Geriatrics,P115,F559,21,20,18,19,20,20,18,18,19,17,20,18
Minnesota Geriatrics,P115,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P115,F598,30,35,36,35,36,37,35,35,37,36,36,36
Minnesota Geriatrics,P115,F71,61,57,52,54,53,51,49,51,53,49,57,57
Minnesota Geriatrics,P115,F875,11,11,11,11,11,11,8,8,8,7,8,8
Minnesota Geriatrics,P115,F90,86,89,65,65,63,65,63,66,66,67,66,63
Minnesota Geriatrics,P115,F99,18,18,18,17,16,15,18,18,18,18,19,18
Minnesota Geriatrics,P117,F1,36,34,34,33,32,34,39,39,45,48,49,48
Minnesota Geriatrics,P117,F1089,0,0,0,0,0,3,5,14,23,23,24,23
Minnesota Geriatrics,P117,F1123,0,0,0,0,0,0,0,1,10,14,17,16
Minnesota Geriatrics,P117,F1131,0,0,0,0,0,0,0,0,5,10,10,10
Minnesota Geriatrics,P117,F1139,0,0,0,0,0,0,0,0,0,4,4,4
Minnesota Geriatrics,P117,F1140,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota Geriatrics,P117,F1141,0,0,0,0,0,0,0,0,0,7,9,8
Minnesota Geriatrics,P117,F123,62,63,62,60,60,61,65,62,63,64,65,62
Minnesota Geriatrics,P117,F128,32,31,28,31,30,31,32,35,34,32,32,33
Minnesota Geriatrics,P117,F129,33,34,38,38,40,42,39,42,45,47,44,43
Minnesota Geriatrics,P117,F139,31,33,31,32,33,35,35,35,33,33,32,29
Minnesota Geriatrics,P117,F165,90,90,86,84,84,83,81,79,76,77,56,55
Minnesota Geriatrics,P117,F186,24,22,20,19,18,16,16,15,15,15,15,15
Minnesota Geriatrics,P117,F187,49,48,48,49,49,50,54,54,54,53,51,51
Minnesota Geriatrics,P117,F210,54,55,56,54,55,58,56,55,55,59,61,64
Minnesota Geriatrics,P117,F237,27,28,27,28,27,27,24,26,25,27,30,30
Minnesota Geriatrics,P117,F238,43,45,47,44,41,46,46,43,42,42,42,43
Minnesota Geriatrics,P117,F263,53,51,48,47,47,45,45,45,44,9,4,2
Minnesota Geriatrics,P117,F285,23,23,25,28,28,28,28,27,26,28,30,30
Minnesota Geriatrics,P117,F317,54,54,56,54,53,47,50,49,50,49,50,48
Minnesota Geriatrics,P117,F348,40,40,39,38,36,38,35,36,36,35,39,42
Minnesota Geriatrics,P117,F376,23,21,24,32,32,31,33,32,33,33,32,31
Minnesota Geriatrics,P117,F384,39,41,43,37,36,35,34,34,35,34,32,31
Minnesota Geriatrics,P117,F394,50,50,53,54,50,54,51,53,53,51,51,53
Minnesota Geriatrics,P117,F406,18,17,18,18,18,17,18,20,22,26,22,24
Minnesota Geriatrics,P117,F433,34,34,36,38,38,33,37,38,39,38,35,36
Minnesota Geriatrics,P117,F434,28,27,28,30,29,29,29,28,29,29,29,25
Minnesota Geriatrics,P117,F465,18,17,18,17,18,18,18,22,21,21,23,23
Minnesota Geriatrics,P117,F484,54,54,53,55,54,53,55,54,51,53,51,47
Minnesota Geriatrics,P117,F490,22,24,24,25,27,27,27,29,29,28,27,25
Minnesota Geriatrics,P117,F495,33,32,34,37,38,40,42,55,65,72,72,73
Minnesota Geriatrics,P117,F507,41,41,40,41,42,41,45,47,48,46,47,49
Minnesota Geriatrics,P117,F591,23,22,22,23,23,23,24,25,28,28,27,26
Minnesota Geriatrics,P117,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P117,F604,23,21,19,14,15,16,18,18,17,17,16,16
Minnesota Geriatrics,P117,F684,16,19,26,23,22,22,22,23,29,30,33,31
Minnesota Geriatrics,P117,F71,61,57,52,54,53,51,49,51,53,49,57,57
Minnesota Geriatrics,P117,F77,61,60,64,68,68,67,66,61,62,60,63,63
Minnesota Geriatrics,P117,F81,23,24,23,23,20,20,20,19,21,21,21,20
Minnesota Geriatrics,P117,F88,80,80,75,76,77,84,85,80,78,81,82,88
Minnesota Geriatrics,P117,F880,0,4,8,11,13,16,19,21,21,20,19,24
Minnesota Geriatrics,P117,F90,86,89,65,65,63,65,63,66,66,67,66,63
Minnesota Geriatrics,P117,F913,0,4,4,4,5,5,5,5,5,4,4,5
Minnesota Geriatrics,P12,F1087,0,0,0,0,3,3,3,3,3,4,4,4
Minnesota Geriatrics,P12,F1169,0,0,0,0,0,0,0,0,0,0,2,4
Minnesota Geriatrics,P12,F148,26,26,26,26,24,25,28,28,26,25,26,25
Minnesota Geriatrics,P12,F149,29,30,29,32,31,30,33,31,34,34,31,29
Minnesota Geriatrics,P12,F165,90,90,86,84,84,83,81,79,76,77,56,55
Minnesota Geriatrics,P12,F24,18,18,19,19,21,21,23,25,25,22,20,21
Minnesota Geriatrics,P12,F25,12,13,17,18,22,25,27,23,23,24,27,28
Minnesota Geriatrics,P12,F259,27,32,33,34,36,33,34,32,33,34,40,42
Minnesota Geriatrics,P12,F261,44,42,40,42,42,43,44,43,41,43,41,40
Minnesota Geriatrics,P12,F303,11,11,11,11,11,13,13,13,12,13,12,9
Minnesota Geriatrics,P12,F304,13,12,10,11,12,13,13,13,13,10,10,11
Minnesota Geriatrics,P12,F305,21,20,17,18,19,19,20,18,19,19,18,20
Minnesota Geriatrics,P12,F368,10,11,11,11,11,10,10,10,10,10,10,10
Minnesota Geriatrics,P12,F369,37,34,30,30,31,31,30,30,30,31,30,29
Minnesota Geriatrics,P12,F370,5,5,4,5,5,5,5,5,5,5,5,5
Minnesota Geriatrics,P12,F371,11,11,12,12,15,15,16,13,14,14,16,18
Minnesota Geriatrics,P12,F43,36,39,39,39,37,37,41,41,41,42,42,43
Minnesota Geriatrics,P12,F436,33,30,29,28,27,27,26,26,27,28,28,27
Minnesota Geriatrics,P12,F449,47,45,47,48,50,48,47,46,47,46,48,45
Minnesota Geriatrics,P12,F450,3,3,3,3,4,4,4,3,4,4,4,5
Minnesota Geriatrics,P12,F451,56,53,51,54,57,60,64,65,64,61,62,63
Minnesota Geriatrics,P12,F516,10,10,10,10,9,10,10,10,10,10,11,11
Minnesota Geriatrics,P12,F517,27,27,30,33,33,30,35,35,38,34,34,35
Minnesota Geriatrics,P12,F572,9,9,9,12,11,12,14,13,14,14,14,14
Minnesota Geriatrics,P12,F573,17,16,15,18,18,18,18,18,19,19,19,19
Minnesota Geriatrics,P12,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P12,F618,24,23,20,22,24,25,27,27,28,28,26,28
Minnesota Geriatrics,P12,F77,61,60,64,68,68,67,66,61,62,60,63,63
Minnesota Geriatrics,P12,F911,5,5,5,6,5,5,5,5,5,5,4,5
Minnesota Geriatrics,P12,F950,5,5,5,6,5,5,5,5,5,6,6,5
Minnesota Geriatrics,P121,F152,52,52,50,51,50,48,49,50,49,50,48,50
Minnesota Geriatrics,P13,F1053,0,0,0,4,6,9,15,15,18,20,22,22
Minnesota Geriatrics,P13,F11,17,17,19,18,17,19,16,15,15,13,13,14
Minnesota Geriatrics,P13,F12,28,26,24,24,24,24,25,27,29,31,29,30
Minnesota Geriatrics,P13,F123,62,63,62,60,60,61,65,62,63,64,65,62
Minnesota Geriatrics,P13,F149,29,30,29,32,31,30,33,31,34,34,31,29
Minnesota Geriatrics,P13,F165,90,90,86,84,84,83,81,79,76,77,56,55
Minnesota Geriatrics,P13,F25,12,13,17,18,22,25,27,23,23,24,27,28
Minnesota Geriatrics,P13,F261,44,42,40,42,42,43,44,43,41,43,41,40
Minnesota Geriatrics,P13,F351,10,12,13,14,21,26,27,26,26,26,28,29
Minnesota Geriatrics,P13,F371,11,11,12,12,15,15,16,13,14,14,16,18
Minnesota Geriatrics,P13,F426,21,21,23,24,24,25,26,26,27,27,26,24
Minnesota Geriatrics,P13,F451,56,53,51,54,57,60,64,65,64,61,62,63
Minnesota Geriatrics,P13,F517,27,27,30,33,33,30,35,35,38,34,34,35
Minnesota Geriatrics,P13,F618,24,23,20,22,24,25,27,27,28,28,26,28
Minnesota Geriatrics,P13,F77,61,60,64,68,68,67,66,61,62,60,63,63
Minnesota Geriatrics,P13,F880,0,4,8,11,13,16,19,21,21,20,19,24
Minnesota Geriatrics,P15,F1065,0,0,0,2,3,3,4,3,3,4,4,4
Minnesota Geriatrics,P15,F152,52,52,50,51,50,48,49,50,49,50,48,50
Minnesota Geriatrics,P15,F251,52,50,50,49,46,44,45,45,45,44,42,16
Minnesota Geriatrics,P15,F263,53,51,48,47,47,45,45,45,44,9,4,2
Minnesota Geriatrics,P15,F28,33,33,35,39,40,36,35,36,39,41,40,42
Minnesota Geriatrics,P15,F348,40,40,39,38,36,38,35,36,36,35,39,42
Minnesota Geriatrics,P15,F372,50,49,47,46,47,48,48,46,49,49,49,50
Minnesota Geriatrics,P15,F444,57,58,60,57,60,61,61,60,60,61,61,60
Minnesota Geriatrics,P15,F452,22,24,27,27,27,26,26,26,26,26,25,24
Minnesota Geriatrics,P15,F471,4,6,8,12,13,10,13,14,14,14,18,17
Minnesota Geriatrics,P15,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P15,F684,16,19,26,23,22,22,22,23,29,30,33,31
Minnesota Geriatrics,P18,F1078,0,0,0,0,1,6,13,21,24,22,27,27
Minnesota Geriatrics,P18,F1089,0,0,0,0,0,3,5,14,23,23,24,23
Minnesota Geriatrics,P18,F155,54,52,54,56,58,56,57,58,61,67,67,66
Minnesota Geriatrics,P18,F190,28,30,30,27,29,30,29,29,29,26,26,30
Minnesota Geriatrics,P18,F207,24,23,24,26,27,27,31,31,32,32,30,29
Minnesota Geriatrics,P18,F209,32,30,34,34,33,30,32,30,29,31,30,32
Minnesota Geriatrics,P18,F270,47,50,50,50,50,51,48,46,45,46,45,44
Minnesota Geriatrics,P18,F285,23,23,25,28,28,28,28,27,26,28,30,30
Minnesota Geriatrics,P18,F31,42,42,43,42,41,43,44,45,44,41,44,44
Minnesota Geriatrics,P18,F32,31,30,29,28,28,27,28,27,27,24,23,21
Minnesota Geriatrics,P18,F456,28,27,28,28,28,28,28,29,30,30,32,33
Minnesota Geriatrics,P18,F483,39,36,36,34,35,37,37,35,38,42,45,44
Minnesota Geriatrics,P18,F490,22,24,24,25,27,27,27,29,29,28,27,25
Minnesota Geriatrics,P18,F493,21,18,18,18,16,15,14,15,15,15,8,8
Minnesota Geriatrics,P18,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P18,F880,0,4,8,11,13,16,19,21,21,20,19,24
Minnesota Geriatrics,P2,F1,36,34,34,33,32,34,39,39,45,48,49,48
Minnesota Geriatrics,P2,F1053,0,0,0,4,6,9,15,15,18,20,22,22
Minnesota Geriatrics,P2,F1078,0,0,0,0,1,6,13,21,24,22,27,27
Minnesota Geriatrics,P2,F1104,0,0,0,0,0,2,9,11,11,12,12,12
Minnesota Geriatrics,P2,F121,20,20,18,17,19,20,20,19,19,20,20,21
Minnesota Geriatrics,P2,F122,37,35,38,39,42,45,48,44,44,46,47,48
Minnesota Geriatrics,P2,F129,33,34,38,38,40,42,39,42,45,47,44,43
Minnesota Geriatrics,P2,F152,52,52,50,51,50,48,49,50,49,50,48,50
Minnesota Geriatrics,P2,F170,93,97,97,91,91,94,91,89,91,89,83,68
Minnesota Geriatrics,P2,F186,24,22,20,19,18,16,16,15,15,15,15,15
Minnesota Geriatrics,P2,F187,49,48,48,49,49,50,54,54,54,53,51,51
Minnesota Geriatrics,P2,F19,71,71,70,69,69,63,61,63,61,62,60,61
Minnesota Geriatrics,P2,F2,47,50,52,54,54,53,51,54,56,56,57,52
Minnesota Geriatrics,P2,F201,46,46,45,47,46,44,43,43,42,43,45,43
Minnesota Geriatrics,P2,F210,54,55,56,54,55,58,56,55,55,59,61,64
Minnesota Geriatrics,P2,F235,34,35,36,35,36,35,36,37,37,39,39,39
Minnesota Geriatrics,P2,F237,27,28,27,28,27,27,24,26,25,27,30,30
Minnesota Geriatrics,P2,F241,22,22,21,20,18,18,17,18,18,20,19,20
Minnesota Geriatrics,P2,F261,44,42,40,42,42,43,44,43,41,43,41,40
Minnesota Geriatrics,P2,F275,18,19,20,22,20,24,27,26,28,26,26,28
Minnesota Geriatrics,P2,F28,33,33,35,39,40,36,35,36,39,41,40,42
Minnesota Geriatrics,P2,F285,23,23,25,28,28,28,28,27,26,28,30,30
Minnesota Geriatrics,P2,F288,48,48,49,49,51,54,53,54,53,54,54,54
Minnesota Geriatrics,P2,F3,36,37,35,35,36,34,34,32,33,33,33,33
Minnesota Geriatrics,P2,F321,23,25,22,21,23,22,21,20,17,23,25,27
Minnesota Geriatrics,P2,F332,19,19,20,19,19,21,20,21,22,22,21,19
Minnesota Geriatrics,P2,F351,10,12,13,14,21,26,27,26,26,26,28,29
Minnesota Geriatrics,P2,F38,31,31,32,35,36,36,39,40,40,36,38,36
Minnesota Geriatrics,P2,F39,66,63,65,63,59,59,55,54,58,62,64,63
Minnesota Geriatrics,P2,F394,50,50,53,54,50,54,51,53,53,51,51,53
Minnesota Geriatrics,P2,F406,18,17,18,18,18,17,18,20,22,26,22,24
Minnesota Geriatrics,P2,F451,56,53,51,54,57,60,64,65,64,61,62,63
Minnesota Geriatrics,P2,F48,21,22,22,22,22,23,24,24,25,26,25,23
Minnesota Geriatrics,P2,F484,54,54,53,55,54,53,55,54,51,53,51,47
Minnesota Geriatrics,P2,F49,50,56,58,60,59,58,55,55,56,56,57,57
Minnesota Geriatrics,P2,F495,33,32,34,37,38,40,42,55,65,72,72,73
Minnesota Geriatrics,P2,F507,41,41,40,41,42,41,45,47,48,46,47,49
Minnesota Geriatrics,P2,F559,21,20,18,19,20,20,18,18,19,17,20,18
Minnesota Geriatrics,P2,F593,815,787,837,866,911,899,904,912,923,944,955,968
Minnesota Geriatrics,P2,F604,23,21,19,14,15,16,18,18,17,17,16,16
Minnesota Geriatrics,P2,F684,16,19,26,23,22,22,22,23,29,30,33,31
Minnesota Geriatrics,P2,F71,61,57,52,54,53,51,49,51,53,49,57,57
Minnesota Geriatrics,P2,F81,23,24,23,23,20,20,20,19,21,21,21,20
Minnesota Geriatrics,P2,F880,0,4,8,11,13,16,19,21,21,20,19,24
Minnesota Geriatrics,P2,F90,86,89,65,65,63,65,63,66,66,67,66,63
Minnesota Geriatrics,P2,F93,26,24,25,24,26,25,26,26,27,28,29,30
Minnesota Geriatrics,P22,F1033,0,0,0,19,20,19,18,20,20,19,18,17
Minnesota Geriatrics,P22,F1065,0,0,0,2,3,3,4,3,3,4,4,4
Minnesota Geriatrics,P22,F1108,0,0,0,0,0,0,0,5,5,5,5,5
Minnesota Geriatrics,P22,F129,33,34,38,38,40,42,39,42,45,47,44,43
Minnesota Geriatrics,P22,F152,52,52,50,51,50,48,49,50,49,50,48,50
Minnesota Geriatrics,P22,F158,55,55,54,36,38,38,37,39,39,37,35,36
Minnesota Geriatrics,P22,F159,52,50,51,52,56,58,58,58,60,59,59,63
Minnesota Geriatrics,P22,F160,5,6,8,10,10,13,13,14,16,16,17,19
Minnesota Geriatrics,P22,F170,93,97,97,91,91,94,91,89,91,89,83,68
Minnesota Geriatrics,P22,F193,34,33,30,29,29,30,32,32,32,33,30,30
Minnesota Geriatrics,P22,F201,46,46,45,47,46,44,43,43,42,43,45,43
Minnesota Geriatrics,P22,F275,18,19,20,22,20,24,27,26,28,26,26,28
Minnesota Geriatrics,P22,F276,65,62,58,58,59,61,59,56,53,51,53,51
Minnesota Geriatrics,P22,F352,30,30,29,28,30,29,27,25,25,24,25,25
